player,season,chance_of_playing_this_round,date,element
Axel Tuanzebe,2019-20,,17/02/2020,481
Marvelous Nakamba,2019-20,100.0,16/02/2020,491
César Azpilicueta,2019-20,100.0,17/02/2020,105
Yerry Mina,2019-20,100.0,08/02/2020,142
Giovanni McGregor,2019-20,,08/02/2020,608
Pablo Zabaleta,2019-20,100.0,19/02/2020,379
Lucas Digne,2019-20,100.0,08/02/2020,141
Benjamin Chilwell,2019-20,100.0,14/02/2020,161
Aaron Ramsdale,2019-20,100.0,09/02/2020,494
Eric Garcia,2019-20,100.0,19/02/2020,544
Nya Kirby,2019-20,100.0,08/02/2020,588
Jan Vertonghen,2019-20,100.0,16/02/2020,330
Kieron Freeman,2019-20,100.0,09/02/2020,292
Roberto Pereyra,2019-20,100.0,08/02/2020,369
Andrew Robertson,2019-20,100.0,15/02/2020,181
Maya Yoshida,2019-20,,15/02/2020,310
Pedro Obiang,2019-20,,19/02/2020,400
Henri Lansbury,2019-20,100.0,16/02/2020,35
Andreas Christensen,2019-20,100.0,17/02/2020,108
Ryan Giles,2019-20,,14/02/2020,607
Lloyd Kelly,2019-20,75.0,09/02/2020,64
Robert Snodgrass,2019-20,100.0,19/02/2020,393
Jack Colback,2019-20,,16/02/2020,482
Danny Welbeck,2019-20,100.0,08/02/2020,512
Giovani Lo Celso,2019-20,100.0,16/02/2020,523
Jorge Luiz Frello Filho,2019-20,100.0,17/02/2020,118
Leandro Trossard,2019-20,100.0,08/02/2020,421
Xherdan Shaqiri,2019-20,50.0,15/02/2020,194
Dominic Solanke,2019-20,100.0,09/02/2020,69
Yan Valery,2019-20,100.0,15/02/2020,306
Moise Kean,2019-20,100.0,08/02/2020,496
Sam Byram,2019-20,100.0,15/02/2020,454
Nathan Redmond,2019-20,100.0,15/02/2020,320
Robbie Brady,2019-20,100.0,15/02/2020,98
Jefferson Lerma,2019-20,,09/02/2020,82
Marko Arnautovic,2019-20,,19/02/2020,385
Michy Batshuayi,2019-20,100.0,17/02/2020,461
Junior Stanislas,2019-20,100.0,09/02/2020,77
Anthony Knockaert,2019-20,,08/02/2020,52
Joseph Gomez,2019-20,100.0,15/02/2020,184
Juan Foyth,2019-20,100.0,16/02/2020,335
David Silva,2019-20,100.0,19/02/2020,219
Alexander Tettey,2019-20,100.0,15/02/2020,289
Leighton Baines,2019-20,100.0,08/02/2020,145
Oliver Norwood,2019-20,100.0,09/02/2020,302
Luke Cundle,2019-20,100.0,14/02/2020,567
Seamus Coleman,2019-20,100.0,08/02/2020,144
Pierre-Emerick Aubameyang,2019-20,100.0,16/02/2020,11
Michail Antonio,2019-20,100.0,19/02/2020,389
Dennis Srbeny,2019-20,,15/02/2020,279
Neco Williams,2019-20,100.0,15/02/2020,575
Kelechi Iheanacho,2019-20,100.0,14/02/2020,167
John McGinn,2019-20,,16/02/2020,31
Gary Cahill,2019-20,100.0,08/02/2020,503
Christian Atsu,2019-20,100.0,16/02/2020,267
Joelinton Cássio Apolinário de Lira,2019-20,75.0,16/02/2020,466
Dale Stephens,2019-20,100.0,08/02/2020,57
Maximillian Aarons,2019-20,100.0,15/02/2020,274
Anwar El Ghazi,2019-20,100.0,16/02/2020,30
Aymeric Laporte,2019-20,75.0,19/02/2020,202
Oriol Romeu Vidal,2019-20,100.0,15/02/2020,328
Christian Eriksen,2019-20,,16/02/2020,343
Jeremy Ngakia,2019-20,100.0,19/02/2020,593
Jeff Hendrick,2019-20,100.0,15/02/2020,100
Ken Sema,2019-20,,08/02/2020,372
Rolando Aarons,2019-20,,16/02/2020,499
Calum Chambers,2019-20,,16/02/2020,467
Ismaïla Sarr,2019-20,,08/02/2020,525
Bamidele Alli,2019-20,75.0,16/02/2020,344
Alex Oxlade-Chamberlain,2019-20,100.0,15/02/2020,193
Anthony Driscoll-Glennon,2019-20,,15/02/2020,572
Cédric Soares,2019-20,25.0,16/02/2020,486
David Luiz Moreira Marinho,2019-20,100.0,16/02/2020,106
Hugo Lloris,2019-20,100.0,16/02/2020,340
Aaron Wan-Bissaka,2019-20,100.0,17/02/2020,122
Emil Krafth,2019-20,,16/02/2020,519
Henrikh Mkhitaryan,2019-20,,16/02/2020,16
Manuel Lanzini,2019-20,100.0,19/02/2020,391
Alexandre Lacazette,2019-20,100.0,16/02/2020,12
Naby Keita,2019-20,100.0,15/02/2020,196
Craig Dawson,2019-20,75.0,08/02/2020,439
Tariq Lamptey,2019-20,100.0,08/02/2020,586
Brandon Pierrick,2019-20,100.0,08/02/2020,580
Charlie Austin,2019-20,,15/02/2020,312
Jose Luis Mato Sanmartín,2019-20,,16/02/2020,261
Jack Grealish,2019-20,100.0,16/02/2020,29
Rachid Ghezzal,2019-20,,14/02/2020,173
Jack Simpson,2019-20,100.0,09/02/2020,66
Ricardo Domingos Barbosa Pereira,2019-20,100.0,14/02/2020,159
Ciaran Clark,2019-20,100.0,16/02/2020,259
Jesús Vallejo Lázaro,2019-20,,14/02/2020,473
Dennis Praet,2019-20,100.0,14/02/2020,517
Christoph Zimmermann,2019-20,100.0,15/02/2020,275
José Ignacio Peleteiro Romallo,2019-20,100.0,16/02/2020,36
Alireza Jahanbakhsh,2019-20,100.0,08/02/2020,50
Etienne Capoue,2019-20,100.0,08/02/2020,373
Marco Stiepermann,2019-20,100.0,15/02/2020,285
Jack Robinson,2019-20,100.0,09/02/2020,611
Oliver Skipp,2019-20,100.0,16/02/2020,352
Victor Wanyama,2019-20,100.0,16/02/2020,348
Lee Grant,2019-20,100.0,17/02/2020,237
James Garner,2019-20,100.0,17/02/2020,250
Anthony Gordon,2019-20,100.0,08/02/2020,561
Troy Deeney,2019-20,100.0,08/02/2020,362
Troy Parrott,2019-20,100.0,16/02/2020,509
Gedson Carvalho Fernandes,2019-20,100.0,16/02/2020,605
Ashley Young,2019-20,,17/02/2020,224
Moussa Djenepo,2019-20,100.0,15/02/2020,438
Victor Lindelöf,2019-20,100.0,17/02/2020,225
Alex Iwobi,2019-20,100.0,08/02/2020,17
Daniel Drinkwater,2019-20,75.0,16/02/2020,120
Ross Barkley,2019-20,100.0,17/02/2020,117
Maarten Stekelenburg,2019-20,100.0,08/02/2020,149
Víctor Camarasa,2019-20,,08/02/2020,510
Tom Trybull,2019-20,100.0,15/02/2020,290
Leon Clarke,2019-20,100.0,09/02/2020,547
Fraser Forster,2019-20,,15/02/2020,317
Tom Davies,2019-20,100.0,08/02/2020,154
Andriy Yarmolenko,2019-20,,19/02/2020,392
Ben Davies,2019-20,75.0,16/02/2020,329
Josh Brownhill,2019-20,100.0,15/02/2020,620
Tim Krul,2019-20,100.0,15/02/2020,280
Edward Nketiah,2019-20,100.0,16/02/2020,13
Angus Gunn,2019-20,100.0,15/02/2020,319
Ryan Sessegnon,2019-20,100.0,16/02/2020,524
Pedro Rodríguez Ledesma,2019-20,100.0,17/02/2020,114
Michel Vorm,2019-20,100.0,16/02/2020,555
Adama Traoré,2019-20,75.0,14/02/2020,417
Eldin Jakupovic,2019-20,100.0,14/02/2020,169
Roberto Firmino,2019-20,100.0,15/02/2020,187
David McGoldrick,2019-20,75.0,09/02/2020,303
Gaëtan Bong,2019-20,,08/02/2020,41
Fernando Luiz Rosa,2019-20,100.0,19/02/2020,221
Frederick Woodman,2019-20,,16/02/2020,264
Carl Jenkinson,2019-20,,16/02/2020,9
Adam Lallana,2019-20,100.0,15/02/2020,195
Ondrej Duda,2019-20,100.0,15/02/2020,601
Jordon Ibe,2019-20,100.0,09/02/2020,78
Francisco Femenía Far,2019-20,,08/02/2020,357
David Button,2019-20,100.0,08/02/2020,48
Jed Steer,2019-20,,16/02/2020,429
Yoshinori Muto,2019-20,75.0,16/02/2020,260
Patrick Cutrone,2019-20,,14/02/2020,487
Harry Kane,2019-20,,16/02/2020,338
Oliver McBurnie,2019-20,100.0,09/02/2020,501
Ryan Bertrand,2019-20,100.0,15/02/2020,305
Danny Rose,2019-20,100.0,16/02/2020,332
Dimitri Foulquier,2019-20,,08/02/2020,542
Will Hughes,2019-20,100.0,08/02/2020,370
Tyreke Johnson,2019-20,100.0,15/02/2020,326
Mateo Kovacic,2019-20,100.0,17/02/2020,432
José Ángel Esmorís Tasende,2019-20,,19/02/2020,440
Brandon Austin,2019-20,100.0,16/02/2020,558
Matej Vydra,2019-20,100.0,15/02/2020,92
Luke Shaw,2019-20,100.0,17/02/2020,226
Jay Rodriguez,2019-20,100.0,15/02/2020,451
Claudio Bravo,2019-20,100.0,19/02/2020,213
Will Norris,2019-20,,14/02/2020,413
Mark Duffy,2019-20,,09/02/2020,300
Cenk Tosun,2019-20,,08/02/2020,146
Luke Dreher,2019-20,100.0,08/02/2020,140
Pierre-Emile Højbjerg,2019-20,100.0,15/02/2020,325
Daniel Castelo Podence,2019-20,100.0,14/02/2020,619
Takumi Minamino,2019-20,100.0,15/02/2020,590
Keinan Davis,2019-20,75.0,16/02/2020,34
Solomon March,2019-20,100.0,08/02/2020,55
Billy Sharp,2019-20,100.0,09/02/2020,298
Fabian Schär,2019-20,100.0,16/02/2020,252
Scott Carson,2019-20,100.0,19/02/2020,562
Tomas Soucek,2019-20,100.0,19/02/2020,616
Nathaniel Phillips,2019-20,,15/02/2020,589
Anthony Martial,2019-20,100.0,17/02/2020,239
Nemanja Matic,2019-20,100.0,17/02/2020,247
David de Gea,2019-20,100.0,17/02/2020,235
Robert Elliot,2019-20,100.0,16/02/2020,573
Ayoze Pérez,2019-20,100.0,14/02/2020,265
Sergio Romero,2019-20,100.0,17/02/2020,236
Conor Coady,2019-20,100.0,14/02/2020,403
Bruno André Cavaco Jordao,2019-20,100.0,14/02/2020,609
Angel Gomes,2019-20,100.0,17/02/2020,245
Andre Green,2019-20,,16/02/2020,32
Davy Pröpper,2019-20,100.0,08/02/2020,54
Michael McGovern,2019-20,100.0,15/02/2020,281
Antonio Rüdiger,2019-20,100.0,17/02/2020,104
Ben Foster,2019-20,100.0,08/02/2020,366
Timm Klose,2019-20,,15/02/2020,272
Angelo Ogbonna,2019-20,100.0,19/02/2020,377
Matt Targett,2019-20,100.0,16/02/2020,309
Joshua King,2019-20,50.0,09/02/2020,68
Darren Randolph,2019-20,100.0,19/02/2020,606
Mason Greenwood,2019-20,100.0,17/02/2020,234
Conor Hourihane,2019-20,100.0,16/02/2020,28
Gavin Kilkenny,2019-20,100.0,09/02/2020,565
Gylfi Sigurdsson,2019-20,100.0,08/02/2020,151
Bjorn Engels,2019-20,100.0,16/02/2020,455
Daniel James,2019-20,100.0,17/02/2020,243
James Milner,2019-20,50.0,15/02/2020,200
Jan Bednarek,2019-20,100.0,15/02/2020,307
Rúben Diogo da Silva Neves,2019-20,100.0,14/02/2020,414
Sander Berge,2019-20,100.0,09/02/2020,621
Ivan Cavaleiro,2019-20,,14/02/2020,419
Abdoulaye Doucouré,2019-20,100.0,08/02/2020,368
Ryan Bennett,2019-20,100.0,14/02/2020,404
Matt Ritchie,2019-20,100.0,16/02/2020,251
Kevin Long,2019-20,100.0,15/02/2020,88
Alex McCarthy,2019-20,100.0,15/02/2020,318
Sam Woods,2019-20,,08/02/2020,578
Rhian Brewster,2019-20,,15/02/2020,464
Ibrahim Amadou,2019-20,,15/02/2020,507
Domingos Quina,2019-20,100.0,08/02/2020,375
Onel Hernández,2019-20,100.0,15/02/2020,284
Filip Benkovic,2019-20,,14/02/2020,597
Sead Kolasinac,2019-20,50.0,16/02/2020,3
Aaron Mooy,2019-20,100.0,08/02/2020,516
Tahith Chong,2019-20,100.0,17/02/2020,249
Rui Pedro dos Santos Patrício,2019-20,100.0,14/02/2020,411
Ainsley Maitland-Niles,2019-20,100.0,16/02/2020,4
Grady Diangana,2019-20,,19/02/2020,398
Oskar Buur,2019-20,100.0,14/02/2020,587
Taylor Perry,2019-20,100.0,14/02/2020,560
Javier Hernández Balcázar,2019-20,,19/02/2020,386
Nicolas Pépé,2019-20,100.0,16/02/2020,488
Jake Eastwood,2019-20,100.0,09/02/2020,299
John Stones,2019-20,100.0,19/02/2020,207
Mihai-Alexandru Dobre,2019-20,,09/02/2020,574
Philip Heise,2019-20,,15/02/2020,484
Beni Baningime,2019-20,100.0,08/02/2020,557
Kyle Walker,2019-20,100.0,19/02/2020,203
Martin Kelly,2019-20,100.0,08/02/2020,128
Bernardo Fernandes da Silva Junior,2019-20,100.0,08/02/2020,39
Neal Maupay,2019-20,100.0,08/02/2020,502
Martín Montoya,2019-20,100.0,08/02/2020,38
Gabriel Fernando de Jesus,2019-20,100.0,19/02/2020,211
Adam Webster,2019-20,100.0,08/02/2020,493
Jürgen Locadia,2019-20,100.0,08/02/2020,45
Bernard Anício Caldeira Duarte,2019-20,100.0,08/02/2020,152
Leon Balogun,2019-20,,08/02/2020,40
Gabriel Teodoro Martinelli Silva,2019-20,100.0,16/02/2020,504
Billy Gilmour,2019-20,100.0,17/02/2020,533
Tudor Baluta,2019-20,,08/02/2020,536
Marcos Alonso,2019-20,100.0,17/02/2020,103
Addji Keaninkin Marc-Israel Guehi,2019-20,,17/02/2020,545
Kayne Ramsay,2019-20,,15/02/2020,311
Callum Robinson,2019-20,,09/02/2020,453
Jack Cork,2019-20,100.0,15/02/2020,102
Felipe Anderson Pereira Gomes,2019-20,,19/02/2020,390
Kasper Schmeichel,2019-20,100.0,14/02/2020,168
Joel Ward,2019-20,100.0,08/02/2020,126
Kieran Trippier,2019-20,,16/02/2020,334
Jordan Ayew,2019-20,100.0,08/02/2020,468
Andy King,2019-20,,14/02/2020,480
Morgan Gibbs-White,2019-20,100.0,14/02/2020,416
Shane Long,2019-20,100.0,15/02/2020,315
Juan Mata,2019-20,100.0,17/02/2020,242
Stuart Armstrong,2019-20,,15/02/2020,323
Jamie Vardy,2019-20,100.0,14/02/2020,166
Sadio Mané,2019-20,75.0,15/02/2020,192
Max Kilman,2019-20,100.0,14/02/2020,408
Richard Stearman,2019-20,,09/02/2020,296
Granit Xhaka,2019-20,100.0,16/02/2020,18
Lewis Gibson,2019-20,,08/02/2020,477
Gonçalo Bento Soares Cardoso,2019-20,100.0,19/02/2020,594
Dan Burn,2019-20,,08/02/2020,475
Kevin De Bruyne,2019-20,100.0,19/02/2020,215
Jack O'Connell,2019-20,100.0,09/02/2020,293
Chris Wood,2019-20,100.0,15/02/2020,91
Thomas Allan,2019-20,100.0,16/02/2020,598
Fikayo Tomori,2019-20,100.0,17/02/2020,529
Ademola Lookman,2019-20,,08/02/2020,155
Jonathan Castro Otto,2019-20,100.0,14/02/2020,402
Jean-Philippe Gbamin,2019-20,,08/02/2020,497
Wayne Hennessey,2019-20,100.0,08/02/2020,132
Romain Saïss,2019-20,100.0,14/02/2020,407
William Smallbone,2019-20,100.0,15/02/2020,584
Robert Kenedy Nunes do Nascimento,2019-20,,17/02/2020,462
Danny Ings,2019-20,100.0,15/02/2020,313
Grant Hanley,2019-20,100.0,15/02/2020,277
Mason Mount,2019-20,100.0,17/02/2020,463
Yves Bissouma,2019-20,100.0,08/02/2020,53
Kortney Hause,2019-20,100.0,16/02/2020,25
Ryan Fredericks,2019-20,100.0,19/02/2020,380
Rafael Camacho,2019-20,,15/02/2020,201
Teemu Pukki,2019-20,100.0,15/02/2020,278
Bernardo Costa Da Rosa,2019-20,100.0,19/02/2020,595
Pablo Fornals,2019-20,100.0,19/02/2020,399
Jamal Lewis,2019-20,100.0,15/02/2020,276
Lewis Dunk,2019-20,100.0,08/02/2020,42
Patrick Roberts,2019-20,,15/02/2020,435
Dwight McNeil,2019-20,100.0,15/02/2020,97
Reece James,2019-20,100.0,17/02/2020,506
Christian Saydee,2019-20,100.0,09/02/2020,564
Isaac Hayden,2019-20,100.0,16/02/2020,271
Daryl Janmaat,2019-20,,08/02/2020,359
John Fleck,2019-20,100.0,09/02/2020,301
Callum Hudson-Odoi,2019-20,100.0,17/02/2020,116
João Filipe Iria Santos Moutinho,2019-20,100.0,14/02/2020,415
Adam Idah,2019-20,100.0,15/02/2020,538
Harry Winks,2019-20,100.0,16/02/2020,347
Toby Alderweireld,2019-20,100.0,16/02/2020,331
DeAndre Yedlin,2019-20,100.0,16/02/2020,253
Virgil van Dijk,2019-20,100.0,15/02/2020,183
Jordan Pickford,2019-20,100.0,08/02/2020,148
Benjamin Mendy,2019-20,75.0,19/02/2020,204
Lukasz Fabianski,2019-20,100.0,19/02/2020,388
Simon Francis,2019-20,100.0,09/02/2020,62
Bernardo Mota Veiga de Carvalho e Silva,2019-20,100.0,19/02/2020,218
Erik Lamela,2019-20,100.0,16/02/2020,346
James Maddison,2019-20,100.0,14/02/2020,171
Chris Basham,2019-20,100.0,09/02/2020,423
Raúl Jiménez,2019-20,100.0,14/02/2020,409
Scott McTominay,2019-20,,17/02/2020,248
Panagiotis Retsos,2019-20,100.0,09/02/2020,625
Kyle Walker-Peters,2019-20,100.0,15/02/2020,337
José Holebas,2019-20,100.0,08/02/2020,353
Adam Smith,2019-20,100.0,09/02/2020,63
Harvey Elliott,2019-20,100.0,15/02/2020,550
Ben Godfrey,2019-20,100.0,15/02/2020,273
Douglas Luiz Soares de Paulo,2019-20,100.0,16/02/2020,470
Andros Townsend,2019-20,100.0,08/02/2020,135
Todd Cantwell,2019-20,100.0,15/02/2020,287
Aaron Lennon,2019-20,100.0,15/02/2020,430
Ezri Konsa Ngoyo,2019-20,75.0,16/02/2020,452
Tom Heaton,2019-20,,16/02/2020,94
Pablo Marí,2019-20,100.0,16/02/2020,617
Matt Doherty,2019-20,100.0,14/02/2020,401
Idrissa Gueye,2019-20,,08/02/2020,156
Jack Wilshere,2019-20,,19/02/2020,394
Philip Billing,2019-20,100.0,09/02/2020,476
Nathan Holland,2019-20,,19/02/2020,568
Tyrone Mings,2019-20,100.0,16/02/2020,445
Javier Manquillo,2019-20,,16/02/2020,256
Callum Wilson,2019-20,100.0,09/02/2020,67
Aaron Connolly,2019-20,100.0,08/02/2020,534
Andrew Surman,2019-20,100.0,09/02/2020,80
Alexis Sánchez,2019-20,,17/02/2020,240
Jannik Vestergaard,2019-20,100.0,15/02/2020,304
Kenny McLean,2019-20,100.0,15/02/2020,286
Ben Osborn,2019-20,100.0,09/02/2020,472
Jamaal Lascelles,2019-20,100.0,16/02/2020,258
Jarrod Bowen,2019-20,100.0,19/02/2020,626
Daniel Ceballos Fernández,2019-20,100.0,16/02/2020,469
Serge Aurier,2019-20,100.0,16/02/2020,336
Hamza Choudhury,2019-20,100.0,14/02/2020,180
Aaron Cresswell,2019-20,100.0,19/02/2020,376
Michael Verrips,2019-20,100.0,09/02/2020,521
Wesley Moraes,2019-20,,16/02/2020,428
Jesse Lingard,2019-20,100.0,17/02/2020,241
Sébastien Haller,2019-20,100.0,19/02/2020,457
Harvey Barnes,2019-20,100.0,14/02/2020,172
Patrick van Aanholt,2019-20,100.0,08/02/2020,123
Morgan Schneiderlin,2019-20,100.0,08/02/2020,158
James Chester,2019-20,,16/02/2020,23
Kieran Tierney,2019-20,,16/02/2020,515
Trent Alexander-Arnold,2019-20,100.0,15/02/2020,182
Lucas Torreira,2019-20,100.0,16/02/2020,19
Sung-yueng Ki,2019-20,,16/02/2020,268
Laurent Koscielny,2019-20,,16/02/2020,7
Joel Matip,2019-20,100.0,15/02/2020,185
Birkir Bjarnason,2019-20,,16/02/2020,33
Willy Caballero,2019-20,100.0,17/02/2020,112
Florin Andone,2019-20,,08/02/2020,46
Roberto Jimenez Gago,2019-20,,19/02/2020,450
Marc Albrighton,2019-20,100.0,14/02/2020,174
Frédéric Guilbert,2019-20,100.0,16/02/2020,458
Çaglar Söyüncü,2019-20,100.0,14/02/2020,164
Mbwana Samatta,2019-20,100.0,16/02/2020,613
Christian Pulisic,2019-20,50.0,17/02/2020,431
Kevin Danso,2019-20,100.0,15/02/2020,532
Michael Obafemi,2019-20,100.0,15/02/2020,314
Valentino Lazaro,2019-20,100.0,16/02/2020,614
Demarai Gray,2019-20,100.0,14/02/2020,175
Olivier Giroud,2019-20,100.0,17/02/2020,110
Isaac Success Ajayi,2019-20,100.0,08/02/2020,365
João Pedro Junqueira de Jesus,2019-20,100.0,08/02/2020,592
Danny Ward,2019-20,100.0,14/02/2020,170
Alexandre Nascimento Costa Silva,2019-20,25.0,19/02/2020,387
Bukayo Saka,2019-20,75.0,16/02/2020,541
Nampalys Mendy,2019-20,,14/02/2020,179
Harry Lewis,2019-20,100.0,15/02/2020,548
Ethan Ampadu,2019-20,,17/02/2020,121
Djibril Sidibé,2019-20,100.0,08/02/2020,511
Christian Benteke,2019-20,100.0,08/02/2020,129
Daniel N'Lundulu,2019-20,100.0,15/02/2020,535
Chris Smalling,2019-20,,17/02/2020,223
Ashley Westwood,2019-20,100.0,15/02/2020,101
Simon Moore,2019-20,100.0,09/02/2020,436
Tyrick Mitchell,2019-20,100.0,08/02/2020,579
Davide Zappacosta,2019-20,,17/02/2020,109
Steven Bergwijn,2019-20,100.0,16/02/2020,615
James Ward-Prowse,2019-20,100.0,15/02/2020,321
Paul Pogba,2019-20,,17/02/2020,238
Ahmed El Mohamady,2019-20,100.0,16/02/2020,22
Andreas Pereira,2019-20,100.0,17/02/2020,246
Moritz Leitner,2019-20,100.0,15/02/2020,288
Michael Keane,2019-20,100.0,08/02/2020,143
Matty James,2019-20,,14/02/2020,177
Arthur Masuaku,2019-20,100.0,19/02/2020,378
James McArthur,2019-20,100.0,08/02/2020,138
Bruno Miguel Borges Fernandes,2019-20,100.0,17/02/2020,618
Matteo Guendouzi,2019-20,100.0,16/02/2020,21
Jonjo Shelvey,2019-20,,16/02/2020,269
André Filipe Tavares Gomes,2019-20,,08/02/2020,422
Allan Saint-Maximin,2019-20,100.0,16/02/2020,500
Dejan Lovren,2019-20,100.0,15/02/2020,186
Ashley Barnes,2019-20,,15/02/2020,90
Mohamed Elneny,2019-20,,16/02/2020,20
Ezequiel Schelotto,2019-20,100.0,08/02/2020,546
Ørjan Nyland,2019-20,100.0,16/02/2020,27
Andy Carroll,2019-20,75.0,16/02/2020,520
Caoimhin Kelleher,2019-20,100.0,15/02/2020,531
Jack Stephens,2019-20,100.0,15/02/2020,308
Danilo Luiz da Silva,2019-20,,19/02/2020,209
Luka Milivojevic,2019-20,100.0,08/02/2020,134
Archie Mair,2019-20,100.0,15/02/2020,551
João Pedro Cavaco Cancelo,2019-20,100.0,19/02/2020,518
Jeffrey Schlupp,2019-20,,08/02/2020,137
Phil Jones,2019-20,100.0,17/02/2020,231
Jacob Murphy,2019-20,,16/02/2020,483
Winston Reid,2019-20,100.0,19/02/2020,383
Phil Bardsley,2019-20,100.0,15/02/2020,86
Enda Stevens,2019-20,100.0,09/02/2020,291
James Tomkins,2019-20,100.0,08/02/2020,124
Ayotomiwa Dele-Bashiru,2019-20,100.0,08/02/2020,563
Harry Maguire,2019-20,100.0,17/02/2020,160
N'Golo Kanté,2019-20,100.0,17/02/2020,119
Simon Mignolet,2019-20,,15/02/2020,190
Sokratis Papastathopoulos,2019-20,100.0,16/02/2020,5
Curtis Jones,2019-20,100.0,15/02/2020,569
Nick Pope,2019-20,100.0,15/02/2020,93
James McCarthy,2019-20,100.0,08/02/2020,157
Jonas Lössl,2019-20,,08/02/2020,479
Joe Hart,2019-20,100.0,15/02/2020,95
Marc Navarro,2019-20,,08/02/2020,360
Youri Tielemans,2019-20,100.0,14/02/2020,448
Matthew Lowton,2019-20,100.0,15/02/2020,85
Emile Smith Rowe,2019-20,,16/02/2020,576
Nathaniel Chalobah,2019-20,75.0,08/02/2020,374
Johann Berg Gudmundsson,2019-20,,15/02/2020,96
Kepa Arrizabalaga,2019-20,100.0,17/02/2020,111
Issa Diop,2019-20,100.0,19/02/2020,381
Fabio Henrique Tavares,2019-20,100.0,15/02/2020,197
Eric Dier,2019-20,100.0,16/02/2020,350
Pedro Lomba Neto,2019-20,100.0,14/02/2020,528
Shane Duffy,2019-20,50.0,08/02/2020,37
Scott Dann,2019-20,100.0,08/02/2020,127
Oleksandr Zinchenko,2019-20,,19/02/2020,206
Dwight Gayle,2019-20,75.0,16/02/2020,554
Gerard Deulofeu,2019-20,100.0,08/02/2020,363
Sean Longstaff,2019-20,100.0,16/02/2020,270
Ederson Santana de Moraes,2019-20,100.0,19/02/2020,212
Rúben Gonçalo Silva Nascimento Vinagre,2019-20,,14/02/2020,406
Alfie Whiteman,2019-20,100.0,16/02/2020,543
Emiliano Martínez,2019-20,100.0,16/02/2020,427
Steve Cook,2019-20,100.0,09/02/2020,58
Konstantinos Mavropanos,2019-20,,16/02/2020,8
Karl Darlow,2019-20,100.0,16/02/2020,263
Indiana Vassilev,2019-20,100.0,16/02/2020,600
Luke Amos,2019-20,,16/02/2020,351
John Lundstram,2019-20,100.0,09/02/2020,297
Mathew Ryan,2019-20,100.0,08/02/2020,47
Daniel Amartey,2019-20,,14/02/2020,178
Akin Famewo,2019-20,,15/02/2020,552
Muhamed Bešić,2019-20,100.0,09/02/2020,522
Sofiane Boufal,2019-20,100.0,15/02/2020,508
Charlie Taylor,2019-20,100.0,15/02/2020,87
Neil Taylor,2019-20,100.0,16/02/2020,24
Luke Freeman,2019-20,100.0,09/02/2020,441
Kelland Watts,2019-20,,16/02/2020,599
Shkodran Mustafi,2019-20,100.0,16/02/2020,1
Mace Goodridge,2019-20,100.0,15/02/2020,571
Dan Gosling,2019-20,100.0,09/02/2020,81
Tammy Abraham,2019-20,100.0,17/02/2020,460
Nicolás Otamendi,2019-20,100.0,19/02/2020,208
James Daly,2019-20,,08/02/2020,581
Declan Rice,2019-20,100.0,19/02/2020,395
Connor Wickham,2019-20,,08/02/2020,130
Mark Noble,2019-20,100.0,19/02/2020,396
Mark Travers,2019-20,100.0,09/02/2020,74
Theo Walcott,2019-20,100.0,08/02/2020,153
Alisson Ramses Becker,2019-20,100.0,15/02/2020,189
Moussa Sissoko,2019-20,,16/02/2020,349
Leroy Sané,2019-20,,19/02/2020,216
Jonny Evans,2019-20,100.0,14/02/2020,162
Jack Stacey,2019-20,50.0,09/02/2020,446
Lucas Rodrigues Moura da Silva,2019-20,100.0,16/02/2020,345
Josip Drmic,2019-20,100.0,15/02/2020,434
Odion Ighalo,2019-20,100.0,17/02/2020,624
Lukas Rupp,2019-20,100.0,15/02/2020,602
Divock Origi,2019-20,100.0,15/02/2020,188
José Reina,2019-20,100.0,16/02/2020,603
Brandon Williams,2019-20,100.0,17/02/2020,549
Sam Gallagher,2019-20,,15/02/2020,316
Wesley Hoedt,2019-20,,15/02/2020,485
Raheem Sterling,2019-20,50.0,19/02/2020,214
Jonathan Kodjia,2019-20,,16/02/2020,26
Abd-Al-Ali Morakinyo Olaposi Koiki,2019-20,100.0,15/02/2020,596
David Brooks,2019-20,,09/02/2020,76
Mario Lemina,2019-20,,15/02/2020,324
Diego Rico,2019-20,100.0,09/02/2020,65
Nacho Monreal,2019-20,,16/02/2020,6
Bernd Leno,2019-20,100.0,16/02/2020,14
David Martin,2019-20,100.0,19/02/2020,553
Mamadou Sakho,2019-20,,08/02/2020,125
Ruben Loftus-Cheek,2019-20,,17/02/2020,115
Pascal Groß,2019-20,100.0,08/02/2020,49
Emerson Palmieri dos Santos,2019-20,100.0,17/02/2020,107
John Ruddy,2019-20,100.0,14/02/2020,412
Heurelho da Silva Gomes,2019-20,100.0,08/02/2020,513
Joseph Anang,2019-20,100.0,19/02/2020,582
Erik Pieters,2019-20,100.0,15/02/2020,447
Japhet Tanganga,2019-20,100.0,16/02/2020,583
Ravel Morrison,2019-20,,09/02/2020,456
Chris Mepham,2019-20,,22/02/2020,61
Paulo Gazzaniga,2019-20,100.0,22/02/2020,341
John Egan,2019-20,100.0,22/02/2020,295
Max Meyer,2019-20,100.0,22/02/2020,136
Fabian Delph,2019-20,100.0,23/02/2020,205
James Justin,2019-20,100.0,22/02/2020,433
Che Adams,2019-20,100.0,22/02/2020,437
